14:35.4, Paavo Nurmi (FIN),,9/12/1922,"Stockholm, Sweden[3]"
14:28.2, Paavo Nurmi (FIN),,6/19/1924,"Helsinki, Finland[3]"
14:17.0, Lauri Lehtinen (FIN),,6/19/1932,"Helsinki, Finland[3]"
14:08.8, Taisto Mäki (FIN),,6/16/1939,"Helsinki, Finland[3]"
13:58.2, Gunder Hägg (SWE),,9/20/1942,"Gothenburg, Sweden[3]"
13:57.2, Emil Zátopek (TCH),,5/30/1954,"Paris, France[3]"
13:56.6, Vladimir Kuts (URS),,8/29/1954,"Bern, Switzerland[3]"
13:51.6, Chris Chataway (GBR),,10/13/1954,"London, United Kingdom[3]"
13:51.2, Vladimir Kuts (URS),,10/23/1954,"Prague, Czechoslovakia[3]"
13:50.8, Sandor Iharos (HUN),,9/10/1955,"Budapest, Hungary[3]"
13:46.8, Vladimir Kuts (URS),,9/18/1955,"Belgrad, Yugoslavia[3]"
13:40.6, Sandor Iharos (HUN),,9/23/1955,"Budapest, Hungary[3]"
13:36.8, Gordon Pirie (GBR),,6/19/1956,"Bergen, Norway[3]"
13:35.0, Vladimir Kuts (URS),,10/13/1957,"Rome, Italy[3]"
13:34.8, Ron Clarke (AUS),,1/16/1965,"Hobart, Australia[3]"
13:33.6, Ron Clarke (AUS),,2/1/1965,"Auckland, New Zealand[3]"
13:25.8, Ron Clarke (AUS),,6/4/1965,"Compton, USA[3]"
13:24.2, Kipchoge Keino (KEN),,11/30/1965,"Auckland, New Zealand[3]"
13:16.6, Ron Clarke (AUS),,7/5/1966,"Stockholm, Sweden[3]"
13:16.4, Lasse Virén (FIN),,9/14/1972,"Helsinki, Finland[3]"
13:13.0, Emiel Puttemans (BEL),,9/20/1972,"Brussels, Belgium[3]"
13:12.9, Dick Quax (NZL),,7/5/1977,"Stockholm, Sweden[3]"
13:08.4, Henry Rono (KEN),,4/8/1978,"Berkeley, California, USA[3]"
13:06.20, Henry Rono (KEN),,9/13/1981,"Knarvik, Norway[3]"
13:00.41, David Moorcroft (GBR),,7/7/1982,"Oslo, Norway[3]"
13:00.40, Saïd Aouita (MAR),,7/22/1985,"Oslo, Norway[3]"
12:58.39, Saïd Aouita (MAR),,7/27/1987,"Rome, Italy[3]"
12:56.96, Haile Gebrselassie (ETH),,6/4/1994,"Hengelo, Netherlands[3]"
12:55.30, Moses Kiptanui (KEN),,6/6/1995,"Rome, Italy[3]"
12:44.39, Haile Gebrselassie (ETH),,8/16/1995,"Zürich, Switzerland[3]"
12:41.86, Haile Gebrselassie (ETH),,8/13/1997,"Zürich, Switzerland[3]"
12:39.74, Daniel Komen (KEN),,8/22/1997,"Brussels, Belgium[3]"
12:39.36, Haile Gebrselassie (ETH),,6/13/1998,"Helsinki, Finland[3]"
12:37.35, Kenenisa Bekele (ETH),,5/31/2004,"Hengelo, Netherlands[3"

5K,female
15:14.51, Paula Fudge (GBR),,9/13/1981,"Knarvik, Norway[4]"
15:13.22, Anne Audain (NZL),,3/17/1982,"Auckland, New Zealand[4]"
15:08.26, Mary Decker-Slaney (USA),,7/5/1982,"Eugene, Oregon, United States[4]"
14:58.89, Ingrid Kristiansen (NOR),,6/28/1984,"Oslo, Norway[4]"
14:48.07, Zola Budd (GBR),,8/26/1985,"London, United Kingdom[4]"
14:37.33, Ingrid Kristiansen (NOR),,8/5/1986,"Stockholm, Sweden[4]"
14:36.45, Fernanda Ribeiro (POR),,7/22/1995,"Hechtel, Belgium[4]"
14:31.27, Dong Yanmei (CHN),,10/21/1997,"Shanghai, PR China[4]"
14:28.09, Jiang Bo (CHN),,10/23/1997,"Shanghai, PR China[4]"
14:24.68, Elvan Abeylegesse (TUR),,6/11/2004,"Bergen, Norway[4]"
14:24.53, Meseret Defar (ETH),,6/3/2006,"New York, USA[4]"
14:16.63, Meseret Defar (ETH),,6/15/2007,"Oslo, Norway[4]"
14:11.15, Tirunesh Dibaba (ETH),,6/6/2008,"Oslo, Norway[4]"

1500,male
3:55.8, Abel Kiviat (USA),,6/8/1912,"Cambridge, Massachusetts, USA"
3:54.7, John Zander (SWE),,8/5/1917,"Stockholm, Sweden"
3:52.6, Paavo Nurmi (FIN),,6/19/1924,"Helsinki, Finland"
3:51.0, Otto Peltzer (GER),,9/11/1926,"Berlin, Germany"
3:49.2, Jules Ladoumegue (FRA),,10/5/1930,"Paris, France"
3:49.2, Luigi Beccali (ITA),,9/9/1933,"Turin, Italy"
3:49.0, Luigi Beccali (ITA),,10/17/1933,"Milan, Italy"
3:48.8, Bill Bonthron (USA),,6/30/1934,"Milwaukee, USA"
3:47.8, Jack Lovelock (NZL),,8/6/1936,"Berlin, Germany"
3:47.5, Gunder Hägg (SWE),,8/10/1941,"Stockholm, Sweden"
3:45.8, Gunder Hägg (SWE),,7/17/1942,"Stockholm, Sweden"
3:44.9, Arne Andersson (SWE),,8/17/1943,"Gothenburg, Sweden"
3:43.0, Gunder Hägg (SWE),,7/7/1944,"Gothenburg, Sweden"
3:43.0, Lennart Strand (SWE),,7/15/1947,"Malmö, Sweden"
3:43.0, Werner Lueg (FRG),,6/29/1952,"Berlin, Germany"
3:42.8, Wes Santee (USA),,6/4/1954,"Compton, USA"
3:41.8, John Landy (AUS),,6/21/1954,"Turku, Finland"
3:40.8, Sándor Iharos (HUN),,7/28/1955,"Helsinki, Finland"
3:40.8, László Tábori (HUN),,9/6/1955,"Oslo, Norway"
3:40.8, Gunnar Nielsen (DEN),,9/6/1955,"Oslo, Norway"
3:40.6, István Rózsavölgyi (HUN),,8/3/1956,"Tata, Hungary"
3:40.2, Olavi Salsola (FIN),,7/11/1957,"Turku, Finland"
3:40.2, Olavi Salonen (FIN),,7/11/1957,"Turku, Finland"
3:38.1, Stanislav Jungwirth (TCH),,7/12/1957,"Stara Boleslav, Czechoslovakia"
3:36.0, Herb Elliott (AUS),,8/28/1958,"Gothenburg, Sweden"
3:35.6, Herb Elliott (AUS),,9/6/1960,"Rome, Italy"
3:33.1, Jim Ryun (USA),,7/8/1967,"Los Angeles, USA"
3:32.16, Filbert Bayi (TAN),,2/2/1974,"Christchurch, New Zealand"
3:32.03, Sebastian Coe (GBR),,8/15/1979,"Zürich, Switzerland"
3:32.09, Steve Ovett (GBR),,7/15/1980,"Oslo, Norway"
3:31.36, Steve Ovett (GBR),,8/27/1980,"Koblenz, West Germany"
3:31.24, Sydney Maree (USA),,8/28/1983,"Köln, West Germany"
3:30.77, Steve Ovett (GBR),,9/4/1983,"Rieti, Italy"
3:29.67, Steve Cram (GBR),,7/16/1985,"Nice, France"
3:29.46, Saïd Aouita (MAR),,8/23/1985,"Berlin, Germany"
3:28.86, Noureddine Morceli (ALG),,9/6/1992,"Rieti, Italy"
3:27.37, Noureddine Morceli (ALG),,7/12/1995,"Nice, France"
3:26.00, Hicham El Guerrouj (MAR),,7/14/1998,"Rome, Italy"

1500,female
4:17.3, Anne Rosemary Smith (GBR),,6/3/1967,"Chiswick, Great Britain"
4:15.6, Maria Gommers (NED),,10/24/1967,"Sittard, Netherlands"
4:12.4, Paola Pigni (ITA),,7/2/1969,"Milan, Italy"
4:10.77, Jaroslava Jehličková (CZE),,9/20/1969,"Athens, Greece"
4:09.62, Karin Burneleit (GDR),,8/15/1971,"Helsinki, Finland"
4:06.9, Ludmila Bragina (URS),,7/18/1972,"Moscow, Soviet Union"
4:06.47, Ludmila Bragina (URS),,9/4/1972,"Munich, Germany"
4:05.07, Ludmila Bragina (URS),,9/7/1972,"Munich, Germany"
4:01.38, Ludmila Bragina (URS),,9/9/1972,"Munich, Germany"
3:56.0, Tatyana Kazankina (URS),,6/28/1976,"Podolsk, Soviet Union"
3:55.0, Tatyana Kazankina (URS),,7/6/1980,"Moscow, Soviet Union"
3:52.47, Tatyana Kazankina (URS),,8/3/1980,"Zurich, Switzerland"
3:50.46, Qu Yunxia (CHN),,9/11/1993,"Beijing, China"
